ZYMC,SZD,SFSYL,SF985,SF211,JHRS_3,JHRS_2,JHRS_1,SJRS_3,SJRS_2,SJRS_1,XX_Med_3,XX_Med_2,XX_Med_1,ZY_Max_3,ZY_Max_2,ZY_Max_1,ZY_Min_3,ZY_Min_2,ZY_Min_1,CS,NX,YJ
制药工程,安徽,0,0,0,2,2,4,2,2,4,35118,33822,33262.5,31471,29788,33046,33633,30698,33479,0.25,0.75,1
能源化学工程,安徽,0,0,0,6,4,2,6,4,2,35118,34190.25,33262.5,34877,30890,26903,40100,36343.5,32587,0.25,0.5,0.833333333333333
地质工程,安徽,0,0,0,3,2,2,3,2,2,35118,33822,33262.5,27327,27945,33046,37277,28400,33929,0.722222222222222,0.611111111111111,0.833333333333333
勘查技术与工程,安徽,0,0,0,2,3,4,2,3,4,35118,34190.25,33262.5,34877,34178,33479,38190,37545,36900,0.25,0.875,0.75
采矿工程,安徽,0,0,0,4,2,4,3,2,3,35118,33822,33262.5,37753,31180,11981,40100,31660,16639,0.666666666666667,0.833333333333333,0.888888888888889
矿物加工工程,安徽,0,0,0,4,4,4,5,4.5,4,35118,34190.25,33262.5,37753,27984.5,18216,40584,38542.5,36501,0.325,0.325,1
交通工程,安徽,0,0,0,4,4,4,4,4,4,35118,34190.25,33262.5,34462,33524.5,32587,37277,36244.5,35212,0.625,0.5,0.75
材料物理,福建,0,0,0,5,4,4.5,5,4,4.5,28494,20803,24648.5,21263,23187,22225,32358,26156,29257,0.55,0.35,0.65
软件工程,福建,0,0,0,8,8,8,8,8,8,28494,20803,24648.5,24999,15708,20353.5,39107,30252,34679.5,0.8125,0.5625,0.8125
法学类,江西,0,0,0,2,2,2,2,2,2,15305,13210,12242,17640,15060,15133,19595,16053,19177,0.5,0.166666666666667,1
外国语言文学类,江西,0,0,0,2,2,2,3,2,2,15305,13210,12242,16653,14111,12242,20292,17077,13624,0.722222222222222,0.222222222222222,0.722222222222222
计算机类,江西,0,0,0,2,2,2,2,2,2,15305,13210,12242,15557,16396,12803,16975,17786,19177,0.666666666666667,0.333333333333333,0.833333333333333
计算机类,江西,0,0,0,2,2,2,2,2,2,15305,13210,12242,15821,17077,11981,16369,17786,13088,0.5,0.166666666666667,1
电子信息类,浙江,0,0,0,5,2,5,5,2,5,12646,12594,15423,12646,10312,14820,14271,11693,16332,0.5,0.333333333333333,1
生物科学类,浙江,0,0,0,4,3,3.5,4,3,3.5,12646,12594,12620,10740,12911,11825.5,12908,13520,13214,0.75,0.125,0.875
化学类,浙江,0,0,0,5,2,3.5,5,2,3.5,12646,12594,12620,8875,9790,9332.5,10313,10312,10312.5,0.9,0,1
环境工程,安徽,0,0,0,4,2,3,4,2,3,35118,33822,34470,34877,32131,33504,37277,34067,35672,0.5,0.625,1
安全工程,安徽,0,0,0,6,3,4.5,6,3,4.5,35118,33822,34470,31471,33072,32271.5,40100,34558,37329,0.333333333333333,0.916666666666667,0.75
预防医学,安徽,0,0,0,2,3,2.5,2,3,2.5,35118,33822,34470,26519,33577,30048,28110,34067,31088.5,0.666666666666667,0.666666666666667,0.583333333333333
医学检验技术,安徽,0,0,0,2,6,2,2,6,2,35118,33822,33262.5,31015,34558,28030,31926,36051,31744,0.388888888888889,0.611111111111111,0.777777777777778
植物保护,福建,0,0,0,7,6,6,7,6,6,36096,31180,26499,25742,27501,25727,37277,37520,30491,0.579365079365079,0.158730158730159,0.738095238095238
园艺,福建,0,0,0,6,6,6,6,6,6,36096,31180,26499,27327,29327,25342,38190,34067,28821,0.555555555555556,0.277777777777778,0.722222222222222
食品科学与工程,福建,0,0,0,4,4,4,4,4,4,36096,31180,26499,33633,30698,25342,39107,35541,30090,0.416666666666667,0.25,0.833333333333333
材料科学与工程,福建,0,0,0,5,5,5,5,5,5,36096,31180,26499,26519,25708,26101,39107,38506,31744,0.866666666666667,0.6,0.8
风景园林,福建,0,0,0,4,4,4,4,4,4,36096,31180,26499,24262,22007,21624,33633,27945,24947,0.666666666666667,0.25,0.75
工商管理类,江西,0,0,0,1,1,1,1,1,1,15305,13210,12242,10983,11413,12242,10983,11413,12242,0.666666666666667,0,0.333333333333333
工商管理类,江西,0,0,0,5,4,4,5,4,4,15305,13210,12242,8875,9267,7865,11911,11413,9948,0.616666666666667,0.233333333333333,0.85
公共管理类,江西,0,0,0,3,2,2,6,2,2,15305,13210,12242,15557,13520,14820,23105,17424,15719,0.833333333333333,0.0555555555555557,0.777777777777778
电子商务类,江西,0,0,0,2,1,1,2,1,1,15305,13210,12242,15821,18111,12521,19945,18111,12521,0.5,0,1
护理学,安徽,0,0,0,3,4,3.5,3,4,3.5,35118,33822,34470,31015,32603,31809,33183,34067,33625,0.708333333333333,0.416666666666667,0.708333333333333
工程管理,安徽,0,0,0,2,2,2,2,2,2,35118,34190.25,33262.5,23105,24416,25727,35851,31175,26499,0.5,0.75,1
工程造价,安徽,0,0,0,2,4,3,2,4,3,35118,33822,34470,30568,28400,29484,31471,34067,32769,0.75,0.625,0.875
电子商务,安徽,0,0,0,4,3,3.5,4,3,3.5,35118,33822,34470,31015,34558,32786.5,36341,35541,35941,0.458333333333333,0.5,0.833333333333333
茶学,安徽,0,0,0,2,2,2,2,2,2,34461.5,32603,30705,27727,28400,23473,33183,32131,30090,0.833333333333333,0.166666666666667,0.833333333333333
自动化,福建,1,0,1,1,1,1,1,1,1,13967,14111,11490,13967,14111,11206,13967,14111,11206,0.666666666666667,0.666666666666667,1
园林,福建,0,0,0,1,1,1,1,1,1,39107,36536,37821.5,39107,36536,37821.5,39107,36536,37821.5,1,0,1
旅游管理类,江西,0,0,0,1,1,1,1,3,4,15305,13210,12242,20613,18895,16639,20613,19665,19847,0.916666666666667,0.111111111111111,0.361111111111111
材料类,江西,1,0,1,3,3.5,4,3,3.5,4,11202,12002.5,12803,9672,9687,9702,11682,12101.5,12521,0.583333333333333,1,0.875
生物科学类,安徽,0,0,0,2,2,2,2,2,2,34461.5,32603,30705,33633,29327,30491,34877,30252,31359,0.833333333333333,0.166666666666667,0.833333333333333
工商管理类,安徽,0,0,0,2,2,2,2,2,2,34461.5,32603,33532.25,33633,32603,33118,34046,33577,33811.5,0.5,0.25,0.75
经济学类,安徽,0,0,0,7,7,3,7,7,3,24450,24455,18200.5,23478,22007,18527,26519,24455,22743,0.746031746031746,0.349206349206349,0.841269841269841
经济统计学,安徽,0,0,0,3,2,2.5,3,2,2.5,24450,24455,24452.5,24638,22007,23322.5,27327,22007,24667,0.75,0.25,0.833333333333333
财政学类,安徽,0,0,0,4,3,3.5,4,3,3.5,24450,24455,24452.5,24999,20060,22529.5,26910,22780,24845,0.833333333333333,0.25,1
土木工程,江西,0,0,0,3,1,1,3,1,1,26910,25932,24243,25364,26607,20521,26519,26607,20521,0.666666666666667,1,1
测控技术与仪器,江西,1,0,1,2,2,2,1,2,1,11202,11134,12803,11682,10573,13918,11682,10573,13918,0.166666666666667,0,1
眼视光医学,浙江,0,0,0,1,1.5,2,1,1.5,2,8202.5,6933.75,5665,7595,7220.5,6846,7595,7429,7263,0.5,0.5,0.5
临床医学,浙江,0,0,0,2,3,2,2,3,2,8202.5,5509,5665,8480,5509,7475,8679,6308,7693,1,0.555555555555556,1
口腔医学,浙江,0,0,0,2,2,2,2,2,2,8202.5,5509,6855.75,5995,5509,5752,7595,8267,7931,1,1,0.75
金融学类,安徽,0,0,0,3,5,5,3,5,5,24450,24455,18200.5,18907,20803,16639,21623,26607,26499,0.688888888888889,0.133333333333333,0.733333333333333
经济与贸易类,安徽,0,0,0,4,2,3,4,2,3,24450,24455,24452.5,21623,18895,20259,26910,21594,24252,0.5,0.25,1
统计学类,安徽,0,0,0,3,5,4,3,5,4,24450,24455,24452.5,23478,25708,24593,32358,27945,30151.5,0.633333333333334,0.3,0.633333333333334
工商管理类,安徽,0,0,0,5,3,2,5,3,2,24450,24455,18200.5,20292,24020,15719,26910,27501,15719,0.766666666666667,0.511111111111111,0.833333333333333
会计学,安徽,0,0,0,2,3,4,2,3,4,24450,21325.25,18200.5,21994,17956,13918,22734,20304,17874,0.625,0.25,1
财务管理,安徽,0,0,0,1,3.5,6,1,3.5,6,24450,21325.25,18200.5,23105,19718.5,16332,23105,25380.5,27656,0.916666666666667,0.666666666666667,1
环境工程,江西,0,0,0,2,2,2,2,2,2,26910,25932,24243,31926,20423,23473,32777,24845,23874,1,0.833333333333333,1
自动化类,江西,0,0,0,3,2,2.5,3,2,2.5,26910,25932,26421,23478,26607,25042.5,25742,28400,27071,0.25,0.75,1
机械电子工程,江西,0,0,0,2,2,2,2,2,2,26910,25576.5,24243,27327,24671,22015,28911,26392.5,23874,0.5,0.75,0.5
智能制造工程,江西,0,0,0,2,3,2,2,3,2,26910,25932,24243,29337,27067,25727,31471,29327,26499,0.722222222222222,0.555555555555556,0.833333333333333
基础医学,江西,1,0,1,2,3,3,2,3,3,11202,11134,12803,11202,9267,9207,11911,9790,12803,0.777777777777778,0.333333333333333,0.722222222222222
医学影像学,江西,1,0,1,3,2,2,3,5,2,11202,11134,12803,9263,11134,14511,10983,11693,14511,0.588888888888889,0.0666666666666667,1
预防医学,江西,1,0,1,2,2,2,3,2,2,11202,11134,12803,12646,10573,13624,13394,10876,15423,0.444444444444444,0.166666666666667,0.833333333333333
医学检验技术,江西,1,0,1,2,2,2,2,2,1,11202,11134,12803,11202,11693,13368,11682,11693,13368,0.5,0,0.833333333333333
土木工程,安徽,0,0,0,2,2,2,2,2,2,35851,38506,37178.5,35851,37035,36443,36341,37035,36688,0.75,1,0.75
城乡规划,安徽,0,0,0,1,1,1,1,1,1,35851,38506,37178.5,34462,37035,35748.5,34462,37035,35748.5,1,1,1
工程管理,安徽,0,0,0,2,2,2,2,2,2,35851,38506,37178.5,35851,38506,37178.5,36815,38506,37660.5,0.5,0.75,0.75
通信工程,江西,0,0,0,2,2,2,2,2,2,26910,25576.5,24243,24262,24068,23874,24638,25182.5,25727,0.75,0.25,1
人工智能,江西,0,0,0,2,2,2,2,2,2,26910,25932,24243,23849,22405,21256,25364,24455,23107,0.5,0.5,0.666666666666667
计算机类,江西,0,0,0,3,2.5,2,3,2.5,2,26910,25576.5,24243,20292,23395.5,26499,23478,25190.5,26903,1,0.75,1
信息与计算科学,江西,0,0,0,2,1.5,1,2,1.5,1,26910,25576.5,24243,27727,27113,26499,32358,29428.5,26499,0.75,0.5,0.25
土木类,山东,1,1,1,2,2,2,2,2,2,3461.5,3796.25,4131,3633,3654,3675,4227,4179,4131,0.5,0.75,1
经济学类,山东,1,1,1,2,2,2,2,2,2,3461.5,3796.25,4131,2545,3338,4131,2628,3379.5,4131,0.75,0.5,1
机械类,浙江,0,0,0,5,5,5,5,6,6,15963,12911,13088,13394,11693,12242,16653,13520,13624,0.577777777777778,0.944444444444444,0.944444444444444
电子商务类,浙江,0,0,0,2,2,2,2,2,2,15557,15386,15471.5,14506,15386,14946,15054,17077,16065.5,0.5,0.5,0.75
计算机类,浙江,0,0,0,2,2,2,2,2,2,15557,15386,15471.5,13967,13520,13743.5,13967,14111,14039,0.25,0.75,1
机械类,浙江,0,0,0,4,3,3.5,4,3,3.5,15557,15386,15471.5,15305,14111,14708,16100,16739,16419.5,0.458333333333333,1,1
软件工程,江苏,1,1,1,6,9,7.5,6,9,7.5,361,349,355,311,321,316,361,440,400.5,0.805555555555556,0.75,0.722222222222223
人工智能,江苏,1,1,1,2,5,3.5,2,5,3.5,361,349,355,241,321,281,311,382,346.5,0.9,0.55,1
机械类,江苏,1,0,1,2,1.5,1,2,1.5,1,8107,7430.25,6753.5,7753,6231.5,4710,8107,6408.5,4710,0.5,0.5,1
地质工程,江苏,0,0,0,2,4,6,2,4,6,16369,15672.75,14976.5,18566,15967,13368,20613,18318,16023,0.75,1,0.916666666666667
化工与制药类,江苏,1,0,1,6,2,2,6,2,2,9480,8902.5,9441,8679,6308,5230,12908,6499,6100,0.777777777777778,0.444444444444444,0.944444444444444
电气类,浙江,0,0,0,3,2,2.5,5,2,3.5,15557,15386,15471.5,15305,15386,15345.5,16653,16739,16696,0.55,0.8,0.9
生物科学类,浙江,0,0,0,1,1,1,1,1,1,15557,15386,15471.5,16100,14438,15269,16100,14438,15269,0.5,0,0.5
土木类,浙江,0,0,0,2,2,2,3,1,2,15557,15386,15133,15821,12911,14820,16100,12911,15719,0.444444444444444,0.333333333333333,0.888888888888889
外国语言文学类,浙江,0,0,0,1,1,2,1,0,2,15557,15386,15133,15305,14054,12803,15305,14336.5,13368,0,0.5,1
轻化工程,浙江,0,0,0,1,3,2,1,3,2,15557,15386,15471.5,15821,14111,14966,15821,17077,16449,0.333333333333333,0.5,1
建筑类,浙江,0,0,0,1,1,3,1,3,3,15557,15386,15133,15305,12316,11206,15305,17786,15423,0.555555555555555,0.444444444444445,1
丝绸设计与工程,浙江,0,0,0,1,1,1,1,1,1,15557,15386,15471.5,16653,13809,15231,16653,13809,15231,1,1,1
药学,江苏,1,0,1,2,1.5,1,2,1.5,1,8107,7430.25,6753.5,9480,7978,6476,9672,8074,6476,0.5,0.5,1
冶金工程,江苏,1,0,1,1,2,1.5,1,2,1.5,8107,7146,7626.5,9672,7359,8515.5,9672,7561,8616.5,1,0.75,1
生物技术,江苏,1,0,1,2,8,8,2,8,9,9480,8902.5,9441,8875,8013,8091,13967,9790,9702,0.592592592592593,0.24537037037037,0.833333333333333
药学类,江苏,1,0,1,12,1,1,12,1,1,9480,8902.5,9441,4227,3337,3537,9069,3337,3537,0.583333333333333,0.416666666666667,0.972222222222222
化学工程与工艺,江苏,0,0,0,3,3,3,3,3,3,29337,27067,27267,24999,19665,25342,26910,25708,26903,0.444444444444444,0.555555555555555,0.444444444444445
制药工程,江苏,0,0,0,2,2,2,2,2,2,29337,27067,27267,28494,27501,17545,33633,27501,26101,0.333333333333333,0.333333333333333,0.833333333333333
经济学,江苏,0,0,0,2,3,4,2,3,4,18907,17020,15133,17929,15366,12803,18254,16086,13918,0.75,0,0.75
投资学,江苏,0,0,0,2,2,2,2,2,2,18907,17020,15133,17929,15085.5,12242,17929,15366,12803,0.5,0.75,0.75
计算机类,浙江,0,0,0,4,3,3.5,4,3,3.5,15054,17077,16065.5,15054,16053,15553.5,15821,17424,16622.5,0.416666666666667,0.125,0.666666666666667
预防医学,江苏,1,0,1,1,1,1,1,1,1,8107,7146,7626.5,7076,3497,5286.5,7076,3497,5286.5,0.5,0.5,1
油气储运工程,江苏,0,0,0,2,2,2,2,2,2,29337,27067,27267,26910,27067,24590,36341,28400,28030,0.5,0.833333333333333,1
材料科学与工程,江苏,0,0,0,2,2,2,2,2,2,29337,27067,27267,27727,24845,20877,27727,26156,26101,0.166666666666667,0.5,0.833333333333333
土木工程,江苏,0,0,0,2,2,2,2,2,2,29337,27067,27267,27727,27501,27656,29337,27945,27656,0.666666666666667,0.833333333333333,1
自动化,江苏,0,0,0,2,2,2,2,2,2,29337,27067,27267,23849,22780,27267,29337,28400,27656,0.666666666666667,0.666666666666667,0.833333333333333
应用化学,江苏,0,0,0,2,2,2,2,2,2,18907,17020,15133,17640,15364,13088,18907,16709,14511,0.25,0.5,1
食品科学与工程,江苏,0,0,0,2,2,2,2,2,2,18907,17020,15133,17929,20148,22367,22380,22561.5,22743,0.75,0.5,0.75
食品质量与安全,江苏,0,0,0,2,2,2,2,2,2,18907,17020,15133,20932,18933.5,16935,21263,19243,17223,1,0.25,1
粮食工程,江苏,0,0,0,4,3,2,4,3,2,18907,17020,15133,23478,19450.5,15423,26519,21579,16639,0.75,0,0.875
管理科学,江苏,0,0,0,4,3,2,4,3,2,18907,17020,15133,23849,17269,10689,25364,19226,13088,0.625,0.5,0.875
数学与应用数学,浙江,0,0,0,1,2,2,1,2,2,18566,18497,20191,16975,16053,20191,16975,18895,21624,0.666666666666667,0.666666666666667,0.833333333333333
物理学类,浙江,0,0,0,2,2,2,2,2,2,18566,18497,20191,18566,10046,17545,19595,19665,21256,0.833333333333333,0.833333333333333,1
机械类,浙江,0,0,0,2,5,3,2,5,3,18566,18497,20191,15821,15708,17545,17335,19275,19552,0.377777777777778,0.577777777777778,0.888888888888889
工业设计,浙江,0,0,0,1,2,3,1,2,3,18566,18497,20191,19595,19275,21256,19595,19665,21624,0.722222222222222,0.5,0.833333333333333
测绘工程,江苏,1,0,1,2,2,2,2,2,2,8579.5,8435.25,8291,9480,8785.5,8091,9480,8885.5,8291,0.75,1,1
通信工程,江苏,1,0,1,3,3,3,3,3,3,8579.5,8435.25,8291,7595,8053.5,8512,8289,8519.5,8750,0.833333333333333,0.833333333333333,1
物流管理,江苏,0,0,0,2,2,2,2,2,2,18907,17020,15133,20613,18918,17223,25364,21293.5,17223,0.5,0.25,1
工业工程,江苏,0,0,0,4,3,2,4,3,2,18907,17020,15133,18566,17449,16332,22734,19834.5,16935,0.75,0.125,0.75
会计学,江苏,0,0,0,2,2,2,2,2,2,18907,15708,17307.5,13394,12911,13152.5,13967,14438,14202.5,1,0,1
工程管理,江苏,0,0,0,1,5,2,1,5,2,9672,10876,7865,8480,12316,12242,8480,16053,12803,1,0.533333333333333,1
审计学,江苏,0,0,0,2,2,2,2,2,2,9672,10876,7865,8289,4960,2417,8480,6722,4710,1,0.166666666666667,1
会计学,江苏,0,0,0,2,2,2,2,2,2,9672,10876,7865,7753,7791,3836,8679,8771,6100,1,0.5,1
土木工程,江苏,1,0,1,2,2,2,2,2,2,4984,5153,5068.5,6156,5700,5928,6603,6108,6355.5,0.75,0.5,1
材料科学与工程,江苏,1,0,1,5,2,3.5,5,4,4.5,4984,5153,5068.5,5394,5153,5273.5,5995,5509,5752,0.875,0.775,1
土木工程,江苏,1,0,1,2,2,2,2,2,2,8579.5,8435.25,8291,8289,8190,8091,8480,8385.5,8291,1,1,1
地质工程,江苏,1,0,1,2,2,2,2,2,2,8579.5,8435.25,8291,9069,8680,8291,9263,9006.5,8750,0.75,1,1
水利水电工程,江苏,1,0,1,3,2.5,2,3,2,1,8579.5,8435.25,8291,6603,7557.5,8512,7925,8218.5,8512,1,0.5,1
材料科学与工程,江苏,1,0,1,3,2.5,2,3,2.5,2,8579.5,8435.25,8291,9263,8777,8291,9480,8885.5,8291,0.333333333333333,0.833333333333333,1
金融学,江苏,0,0,0,2,2,2,2,2,2,9672,10876,7865,9672,9267,7050,9672,9790,7693,0.833333333333333,0.166666666666667,1
经济学,江苏,0,0,0,2,2,4,2,2,4,9672,10876,7865,9069,10876,7475,10313,11413,8980,0.75,0.416666666666667,0.916666666666667
税收学,江苏,0,0,0,4,4,2,4,4,2,9672,10876,7865,9887,9267,6476,10740,11693,8980,0.833333333333333,0.5,0.916666666666667
城乡规划,江苏,0,0,0,4,2,2,4,2,2,29533.5,26837,31950.5,24262,21594,29233,28110,22007,30090,0.75,0.0833333333333333,1
土木工程,江苏,0,0,0,6,4,4,6,4,4,29533.5,26837,31950.5,24262,26156,28030,34046,28863,34364,0.777777777777778,0.75,0.861111111111111
化学类,江苏,1,0,1,4,3,2,4,3,2,8107,8715.5,9324,6323,7651.5,8980,7925,8566,9207,0.625,0.375,0.625
车辆工程,江苏,1,0,1,2,2,2,2,2,2,4984,5107,5230,6456,4996.5,3537,6603,5367,4131,1,0.75,1
人工智能,江苏,1,0,1,2,7,4.5,2,7,4.5,4984,5153,5068.5,4227,5509,4868,4853,6108,5480.5,0.678571428571428,0.75,1
交通工程,江苏,1,0,1,2,2,2,2,2,2,8579.5,8532,8555.75,9069,8771,8920,9480,9267,9373.5,0.25,0.75,1
智能科学与技术,江苏,1,0,1,2,2,2,2,2,2,8579.5,8532,8555.75,8289,6499,7394,8480,6933,7706.5,0.25,1,1
会计学,江苏,1,0,1,3,2.5,2,3,2.5,2,8107,8715.5,9324,8107,8657,9207,8875,9411.5,9948,0.666666666666667,0.416666666666667,0.583333333333333
化学类,江苏,0,0,0,1,1,1,1,1,1,24638,17425,15426,16100,15386,15719,16100,15386,15719,0.666666666666667,0.333333333333333,1
测控技术与仪器,浙江,0,0,0,1,1,2,1,1,2,18566,18497,20191,15305,18497,20877,15305,18497,20877,1,0.333333333333333,1
能源与动力工程,浙江,0,0,0,1,1,1,1,1,1,18566,18497,18531.5,19242,18895,19068.5,19242,18895,19068.5,0,0.5,1
电子信息类,浙江,0,0,0,3,4,1,3,4,1,18566,18497,20191,15305,18111,20191,18254,19665,20191,0.305555555555556,0.888888888888889,0.805555555555556
电子科学与技术,浙江,0,0,0,2,1,1,2,1,1,18566,18497,20191,16100,18111,18216,16653,18111,18216,0.833333333333333,1,1
机械工程,江苏,1,0,1,7,2,4.5,7,2,4.5,4984,5153,5068.5,4490,4960,4725,6603,5920,6261.5,0.928571428571428,0.857142857142857,0.75
软件工程,江苏,1,0,1,3,2,3,3,2,3,4984,5153,5230,4357,5344,3675,4738,5344,4287,0.833333333333333,0.444444444444445,0.888888888888889
应用化学,江苏,1,0,1,2,4.5,7,2,4.5,7,4984,5107,5230,6156,5509,4862,6603,6170.5,5738,0.75,0.607142857142857,1
应用物理学,江苏,1,0,1,2,2,2,2,2,2,4984,5107,5230,6456,6368,6280,6603,6441.5,6280,1,0.5,0.75
工程力学,江苏,1,0,1,2,2,2,2,2,2,8579.5,8532,8555.75,8875,9267,9071,9263,9530,9396.5,0.75,0.75,1
农业水利工程,江苏,1,0,1,2,2,2,2,3,2.5,8579.5,8532,8555.75,9069,8013,8541,9069,8771,8920,0.833333333333333,0.416666666666667,0.833333333333333
海洋科学,江苏,1,0,1,2,2,2,2,2,2,8579.5,8532,8555.75,9263,9267,9265,9263,9790,9526.5,0.75,0.75,1
数学类,江苏,1,0,1,2,2,2,2,2,2,8579.5,8532,8555.75,7925,8013,7969,8107,9267,8687,0.75,0.5,1
应用物理学,江苏,1,0,1,2,2,2,2,2,2,8579.5,8532,8555.75,9069,8771,8920,9480,9530,9505,1,0.25,0.75
机械类,江苏,0,0,0,1,2,2,2,2,2,24638,17425,15426,21623,14438,14222,23849,14760,16023,0.666666666666667,0.833333333333333,0.833333333333333
自动化,江苏,0,0,0,1,2,1,1,3,1,24638,17425,15426,17929,15386,16023,17929,26156,16023,0.222222222222222,0.666666666666667,1
土木工程,江苏,0,0,0,1,1,1,1,1,1,24638,17425,15426,18907,27945,14820,18907,27945,14820,0.666666666666667,0.666666666666667,1
水利类,江苏,0,0,0,1,1,1,1,1,1,24638,20032,15426,21263,18797.5,16332,21263,18797.5,16332,0,1,0.5
农业水利工程,江苏,0,0,0,1,1,1,1,1,1,24638,17425,15426,26132,20060,16639,26132,20060,16639,0.666666666666667,0.666666666666667,1
财务管理,上海,0,0,0,2,2,2,2,2,2,9672,9150.5,9411.25,9672,7561,8616.5,10313,9267,9790,1,0,1
资产评估,上海,0,0,0,2,2,2,2,2,2,9672,9150.5,9411.25,11911,9530,10720.5,12194,10573,11383.5,0.75,0.25,1
化工与制药类,江苏,1,0,1,8,2,2,8,2,2,8107,6722,7050,8679,7146,7475,10081,8267,7475,0.541666666666667,0.5,0.583333333333333
工程力学,江苏,1,0,1,2,2,6,2,2,6,8107,6722,7050,6922,6308,6661,9069,6499,7263,0.666666666666667,0.777777777777778,1
经济学类,江苏,1,0,1,4,2,2,4,2,2,8107,6722,7050,7595,7146,6100,9069,7146,6100,0.833333333333333,0.583333333333333,1
土木工程,江苏,1,0,1,2,3,4,2,3,4,8107,7578.5,7050,7428,5482.5,3537,8107,7384,6661,0.75,0.875,1
英语,江苏,1,0,1,1,1,1,1,1,1,8579.5,8532,8555.75,9069,9790,9429.5,9069,9790,9429.5,0,0,1
食品科学与工程,江苏,1,0,1,5,4,3,5,4,4,10081,9530,9702,9069,5509,9207,9887,8267,9702,0.6,0.45,0.833333333333333
机械工程,江苏,1,0,1,5,4,4,5,4,4,10081,9530,9702,9672,9267,9441,10740,10046,10442,0.616666666666667,0.766666666666667,1
化学工程与工艺,江苏,1,0,1,5,4,4,5,4,4,10081,9530,9702,9672,8771,8291,10740,9530,9207,0.466666666666667,0.7,0.833333333333333
纺织工程,江苏,1,0,1,5,4,3,5,4,3,10081,9891.5,9702,10525,9408,8291,11682,10940.5,10199,0.566666666666667,0.533333333333333,1
环境工程,江苏,0,0,0,1,1,1,1,1,1,24638,17425,15426,24638,30698,15133,24638,30698,15133,0.666666666666667,0.666666666666667,0.666666666666667
植物保护,江苏,0,0,0,1,1,1,1,1,1,24638,17425,15426,24999,36051,16332,24999,36051,16332,0.333333333333333,0.333333333333333,0.333333333333333
动物医学,江苏,0,0,0,1,1,1,1,1,1,24638,17425,15426,12429,14438,16023,12429,14438,16023,0,0.333333333333333,1
实验动物学,江苏,0,0,0,1,1,1,1,1,1,24638,17425,15426,26519,18895,16935,26519,18895,16935,0.333333333333333,0.333333333333333,0.666666666666667
投资学,上海,0,0,0,2,2,2,2,2,2,9672,9150.5,8750,10313,9790,7263,10525,10046,7693,0.5,0.166666666666667,1
应用统计学,江苏,1,0,1,5,5,5,5,5,5,8107,6722,7414.5,7255,6108,6681.5,8679,7146,7912.5,0.6,0.7,0.8
电子信息类,江苏,1,0,1,14,2,8,14,2,8,8107,6722,7414.5,5394,6499,5946.5,7753,7146,7449.5,0.357142857142857,0.642857142857143,0.964285714285715
材料类,江苏,1,0,1,7,2,2,7,2,3,8107,6722,7050,8679,6308,6846,10081,6308,7475,0.80952380952381,0.611111111111111,1
自动化类,江苏,1,0,1,10,5,7.5,10,5,7.5,8107,6722,7414.5,4853,6108,5480.5,7925,7561,7743,0.55,0.55,0.75
自动化,江苏,1,0,1,5,4,4.5,6,4,5,10081,9530,9805.5,8480,6933,7706.5,9263,8771,9017,0.625,0.833333333333333,1
机械电子工程,江苏,1,0,1,5,5,5,5,5,5,10081,9530,9702,10525,8532,9441,11202,9790,10199,0.8,0.6,0.933333333333333
生物技术,江苏,0,0,0,1,1,1,1,1,1,24638,17425,15426,24999,24845,16023,24999,24845,16023,0,1,1
制药工程,江苏,0,0,0,1,1,1,1,1,1,24638,20032,15426,26132,20476,14820,26132,20476,14820,1,0.5,1
